genre
Avant-garde
Avant-garde/Experimental
Avant-garde/Noise
Avant-garde/Noise/Harsh Noise
Avant-garde/Noise/Harsh noise wall
Avant-garde/Outsider music
Avant-garde/Lo-fi
Avant-garde/Musique concrète
Avant-garde/Electroacoustic
Blues
Blues/African blues
Blues/Blues rock
Blues/Canadian blues
Blues/Chicago blues
Blues/Classic female blues
Blues/Contemporary R&B
Blues/Country blues
Blues/Delta blues
Blues/Detroit blues
Blues/Electric blues
Blues/Gospel blues
Blues/Hill country blues
Blues/Jump blues
Blues/Kansas City blues
Blues/Louisiana blues
Blues/Memphis blues
Blues/New Orleans blues
Blues/Piedmont blues
Blues/Punk blues
Blues/Rhythm and blues
Blues/Soul blues
Blues/St. Louis blues
Blues/Swamp blues
Blues/Texas blues
Blues/West Coast blues
Country
Country/Alternative country
Country/Alternative country/Cowpunk
Country/Americana
Country/Australian country
Country/Bakersfield sound
Country/Bluegrass
Country/Bluegrass/Progressive bluegrass
Country/Cajun
Country/Cajun/Cajun fiddle
Country/Christian country
Country/Classic country
Country/Close harmony
Country/Country blues
Country/Country pop
Country/Country rap
Country/Country rock
Country/Cowboy
Country/Cowboy/Cowboy pop
Country/Dansband
Country/Hokum
Country/Honky tonk
Country/Música sertaneja
Country/Nashville sound
Country/Neotraditional country
Country/Outlaw country
Country/Progressive country
Country/Red Dirt
Country/Rockabilly
Country/Rockabilly/Hellbilly
Country/Rockabilly/Psychobilly
Country/Texas country
Country/Traditional country
Country/Truck-driving country
Country/Western swing
Country/Zydeco
Electronic
Electronic/Ambient
Electronic/Ambient/Ambient dub
Electronic/Ambient/Dark ambient
Electronic/Ambient/Dark ambient/Dungeon synth
Electronic/Ambient/Dark ambient/Isolationism
Electronic/Ambient/Drone
Electronic/Ambient/New-age
Electronic/Ambient/New-age/Andean new-age
Electronic/Ambient/New-age/Neoclassical new-age
Electronic/Ambient/New-age/Space music
Electronic/Ambient/Reductionism
Electronic/Ambient/Reductionism/Lowercase
Electronic/Ambient/Reductionism/Onkyokei
Electronic/Bass music
Electronic/Bass music/Future bass
Electronic/Bass music/Future bass/Kawaii future bass
Electronic/Bass music/Slime punk
Electronic/Bass music/UK bass
Electronic/Breakbeat
Electronic/Disco
Electronic/Downtempo
