genre
Avant-garde
Avant-garde/Experimental
Avant-garde/Noise
Avant-garde/Noise/Harsh Noise
Avant-garde/Noise/Harsh noise wall
Avant-garde/Outsider music
Avant-garde/Lo-fi
Avant-garde/Musique concrète
Avant-garde/Electroacoustic
Blues
Blues/African blues
Blues/Blues rock
Blues/Canadian blues
Blues/Chicago blues
Blues/Classic female blues
Blues/Contemporary R&B
Blues/Country blues
Blues/Delta blues
Blues/Detroit blues
Blues/Electric blues
Blues/Gospel blues
Blues/Hill country blues
Blues/Jump blues
Blues/Kansas City blues
Blues/Louisiana blues
Blues/Memphis blues
Blues/New Orleans blues
Blues/Piedmont blues
Blues/Punk blues
Blues/Rhythm and blues
Blues/Soul blues
Blues/St. Louis blues
Blues/Swamp blues
Blues/Texas blues
Blues/West Coast blues
Caribbean and Caribbean-influenced
Caribbean and Caribbean-influenced/Baithak Gana
Caribbean and Caribbean-influenced/Dancehall
Caribbean and Caribbean-influenced/Bouyon
Caribbean and Caribbean-influenced/Cadence-lypso
Caribbean and Caribbean-influenced/Calypso
Caribbean and Caribbean-influenced/Cha-cha-chá
Caribbean and Caribbean-influenced/Chutney
Caribbean and Caribbean-influenced/Chutney/Chutney soca
Caribbean and Caribbean-influenced/Chutney/Chutney parang
Caribbean and Caribbean-influenced/Compas
Caribbean and Caribbean-influenced/Mambo
Caribbean and Caribbean-influenced/Merengue
Caribbean and Caribbean-influenced/Méringue
Caribbean and Caribbean-influenced/Mozambique
Caribbean and Caribbean-influenced/Pichakaree
Caribbean and Caribbean-influenced/Punta
Caribbean and Caribbean-influenced/Punta Rock
Caribbean and Caribbean-influenced/Rasin
Caribbean and Caribbean-influenced/Reggae
Caribbean and Caribbean-influenced/Reggae/Dub
Caribbean and Caribbean-influenced/Reggae/Lovers rock
Caribbean and Caribbean-influenced/Reggae/Ragga
Caribbean and Caribbean-influenced/Reggae/Ragga jungle
Caribbean and Caribbean-influenced/Reggae/Reggae fusion
Caribbean and Caribbean-influenced/Reggae/Reggaeton
Caribbean and Caribbean-influenced/Rocksteady
Caribbean and Caribbean-influenced/Rumba
Caribbean and Caribbean-influenced/Ska
Caribbean and Caribbean-influenced/Ska/Two-tone
Caribbean and Caribbean-influenced/Ska/Ska punk
Caribbean and Caribbean-influenced/Salsa
Caribbean and Caribbean-influenced/Son cubano
Caribbean and Caribbean-influenced/Songo
Caribbean and Caribbean-influenced/Soca
Caribbean and Caribbean-influenced/Soca/Power Soca
Caribbean and Caribbean-influenced/Timba
Caribbean and Caribbean-influenced/Twoubadou
Caribbean and Caribbean-influenced/Zouk
Comedy
Comedy/Comedy
Comedy/Comedy rock
Comedy/Novelty
Comedy/Parody
Country
Country/Alternative country
Country/Alternative country/Cowpunk
Country/Americana
Country/Australian country
Country/Bakersfield sound
Country/Bluegrass
Country/Bluegrass/Progressive bluegrass
Country/Cajun
Country/Cajun/Cajun fiddle
Country/Christian country
Country/Classic country
Country/Close harmony
Country/Country blues
Country/Country pop
Country/Country rap
Country/Country rock
Country/Cowboy
Country/Cowboy/Cowboy pop
Country/Dansband
Country/Hokum
Country/Honky tonk
Country/Música sertaneja
Country/Nashville sound
Country/Neotraditional country
Country/Outlaw country
Country/Progressive country
Country/Red Dirt
Country/Rockabilly
Country/Rockabilly/Hellbilly
Country/Rockabilly/Psychobilly
Country/Texas country
Country/Traditional country
Country/Truck-driving country
Country/Western swing
Country/Zydeco
Easy listening
Easy listening/Background music
Easy listening/Beautiful music
Easy listening/Elevator music
Easy listening/Furniture music
Easy listening/Lounge music
Easy listening/Middle of the road music
Easy listening/New-age music
Electronic
Electronic/Ambient
Electronic/Ambient/Ambient dub
Electronic/Ambient/Dark ambient
Electronic/Ambient/Dark ambient/Dungeon synth
Electronic/Ambient/Dark ambient/Isolationism
Electronic/Ambient/Drone
Electronic/Ambient/New-age
Electronic/Ambient/New-age/Andean new-age
Electronic/Ambient/New-age/Neoclassical new-age
Electronic/Ambient/New-age/Space music
Electronic/Ambient/Reductionism
Electronic/Ambient/Reductionism/Lowercase
Electronic/Ambient/Reductionism/Onkyokei
Electronic/Bass music
Electronic/Bass music/Future bass
Electronic/Bass music/Future bass/Kawaii future bass
Electronic/Bass music/Slime punk
Electronic/Bass music/UK bass
Electronic/Breakbeat
Electronic/Breakbeat/Acid breaks
Electronic/Breakbeat/Baltimore club
Electronic/Breakbeat/Baltimore club/Jersey club
Electronic/Breakbeat/Big beat
Electronic/Breakbeat/Breakbeat hardcore
Electronic/Breakbeat/Breakbeat hardcore/4-beat
Electronic/Breakbeat/Breakbeat hardcore/Darkcore
Electronic/Breakbeat/Broken beat
Electronic/Breakbeat/Florida breaks
Electronic/Breakbeat/Nu skool breaks
Electronic/Breakbeat/Progressive breaks
Electronic/Disco
Electronic/Disco/Afro/cosmic music
Electronic/Disco/Electro-disco
Electronic/Disco/Electro-disco/Hi-NRG
Electronic/Disco/Electro-disco/Hi-NRG/Eurobeat
Electronic/Disco/Electro-disco/Hi-NRG/Eurodance
Electronic/Disco/Electro-disco/Hi-NRG/Eurodance/Hands up
Electronic/Disco/Electro-disco/Hi-NRG/Eurodance/Italo dance
Electronic/Disco/Electro-disco/Italo disco
Electronic/Disco/Electro-disco/Italo disco/Spacesynth
Electronic/Disco/Electro-disco/Space disco
Electronic/Disco/Euro disco
Electronic/Disco/Nu-disco
Electronic/Disco/Post-disco
Electronic/Disco/Post-disco/Boogie
Electronic/Disco/Post-disco/City pop
Electronic/Downtempo
Electronic/Downtempo/Acid jazz
Electronic/Downtempo/Chill-out
Electronic/Downtempo/Illbient
Electronic/Downtempo/Trip hop
Electronic/Drum and bass
Electronic/Drum and bass/Darkstep
Electronic/Drum and bass/Drumstep
Electronic/Drum and bass/Funkstep
Electronic/Drum and bass/Hardstep
Electronic/Drum and bass/Intelligent drum and bass
Electronic/Drum and bass/Jazzstep
Electronic/Drum and bass/Jump-up
Electronic/Drum and bass/Liquid funk
Electronic/Drum and bass/Neurofunk
Electronic/Drum and bass/Sambass
Electronic/Drum and bass/Techstep
Electronic/Dub
Electronic/Dub/Dub poetry
Electronic/Electroacoustic music
Electronic/Electroacoustic music/Acousmatic music
Electronic/Electroacoustic music/Electroacoustic improvisation
Electronic/Electroacoustic music/Live electronics
Electronic/Electroacoustic music/Musique concrète
Electronic/Electronic rock
Electronic/Electronic rock/Dance-rock
Electronic/Electronic rock/Alternative dance
Electronic/Electronic rock/Alternative dance/Madchester
Electronic/Electronic rock/Alternative dance/Madchester/Baggy
Electronic/Electronic rock/Dance-punk
Electronic/Electronic rock/Dance-punk/New rave
Electronic/Electronic rock/Electronicore
Electronic/Electronic rock/Krautrock
Electronic/Electronic rock/New wave
Electronic/Electronic rock/New wave/Cold wave
Electronic/Electronic rock/New wave/Dark wave
Electronic/Electronic rock/New wave/Dark wave/Neoclassical dark wave
Electronic/Electronic rock/New wave/Dark wave/Neue Deutsche Todeskunst
Electronic/Electronic rock/New wave/Ethereal wave
Electronic/Electronic rock/New wave/Ethereal wave/Nu-gaze
Electronic/Electronic rock/New wave/Minimal wave
Electronic/Electronic rock/New wave/Neue Deutsche Welle
Electronic/Electronic rock/New wave/New romantic
Electronic/Electronic rock/New wave/Synth-pop
Electronic/Electronic rock/New wave/Synth-pop/Disco polo
Electronic/Electronic rock/New wave/Synth-pop/Electroclash
Electronic/Electronic rock/New wave/Synth-pop/Electroclash/Electropop
Electronic/Electronic rock/New wave/Synth-pop/Indietronica
Electronic/Electronic rock/Post-rock
Electronic/Electronic rock/Space rock
Electronic/Electronic rock/Synth-punk
Electronic/Electronica
Electronic/Electronica/Berlin School
Electronic/Electronica/Dubtronica
Electronic/Electronica/Folktronica
Electronic/Electronica/Funktronica
Electronic/Electronica/Jazztronica
Electronic/Electronica/Laptronica
Electronic/Electronica/Livetronica
Electronic/Electronica/Progressive electronic
Electronic/Ethnic electronica
Electronic/Ethnic electronica/Asian underground
Electronic/Ethnic electronica/African electronic dance music
Electronic/Ethnic electronica/African electronic dance music/Afrobeats
Electronic/Ethnic electronica/African electronic dance music/Afrobeats/Azonto
Electronic/Ethnic electronica/African electronic dance music/Coupé-Décalé
Electronic/Ethnic electronica/African electronic dance music/Kuduro
Electronic/Ethnic electronica/African electronic dance music/Mahraganat
Electronic/Ethnic electronica/African electronic dance music/Shangaan electro
Electronic/Ethnic electronica/Dancehall pop
Electronic/Ethnic electronica/Nortec
Electronic/Ethnic electronica/Rabòday
Electronic/Ethnic electronica/Rara tech
Electronic/Ethnic electronica/Shamstep
Electronic/Ethnic electronica/Trival
Electronic/Ethnic electronica/Worldbeat
Electronic/Ethnic electronica/Worldbeat/Manila sound
Electronic/Ethnic electronica/Worldbeat/Budots
Electronic/Jungle
Electronic/Jungle/Ragga jungle
Electronic/Hardcore
Electronic/Hardcore/Bouncy techno
Electronic/Hardcore/Breakcore
Electronic/Hardcore/Breakcore/Raggacore
Electronic/Hardcore/Cybergrind
Electronic/Hardcore/Digital hardcore
Electronic/Hardcore/Doomcore
Electronic/Hardcore/Frenchcore
Electronic/Hardcore/Gabber
Electronic/Hardcore/Gabber/Mainstream hardcore
Electronic/Hardcore/Happy hardcore
Electronic/Hardcore/Lento violento
Electronic/Hardcore/Mákina
Electronic/Hardcore/Speedcore
