genre
Rock
Rock/Alternative rock
Rock/Alternative rock/Britpop
Rock/Alternative rock/Britpop/Post-Britpop
Rock/Alternative rock/Britpop/Shoegazing
Rock/Alternative rock/Britpop/Dream Pop
Rock/Alternative rock/Grunge
Rock/Alternative rock/Grunge/Post-grunge
Rock/Alternative rock/Indie rock
Rock/Alternative rock/Indie rock/Dunedin Sound
Rock/Alternative rock/Indie rock/Math rock
Rock/Alternative rock/Indie rock/Post-punk revival
Rock/Alternative rock/Indie rock/Sadcore
Rock/Alternative rock/Indie rock/Slowcore
Rock/Beat
Rock/Christian rock
Rock/Dark cabaret
Rock/Electronic rock
Rock/Electronic rock/Electronicore
Rock/Experimental rock
Rock/Experimental rock/Art rock
Rock/Experimental rock/Industrial rock
Rock/Experimental rock/Post-punk
Rock/Experimental rock/Post-punk/Gothic rock
Rock/Experimental rock/Post-punk/No wave
Rock/Experimental rock/Post-punk/Noise rock
Rock/Experimental rock/Post-rock
Rock/Experimental rock/Post-rock/Post-metal
Rock/Folk rock
Rock/Garage rock
Rock/Glam rock
Rock/Hard rock
Rock/Jazz rock
Rock/Merseybeat
Rock/New wave
Rock/New wave/World fusion
Rock/Paisley Underground
Rock/Desert rock
Rock/Pop rock
Rock/Pop rock/Soft rock
Rock/Progressive rock
Rock/Progressive rock/Canterbury scene
Rock/Progressive rock/Krautrock
Rock/Progressive rock/New prog
Rock/Progressive rock/Rock in Opposition
Rock/Progressive rock/Space rock
Rock/Psychedelic rock
Rock/Psychedelic rock/Acid rock
Rock/Psychedelic rock/Freakbeat
Rock/Psychedelic rock/Neo-psychedelia
Rock/Psychedelic rock/Raga rock
Rock/Rap rock
Rock/Rap rock/Rapcore
Rock/Rock and roll
Rock/Rock and roll/Rockabilly
Rock/Southern rock
Rock/Stoner rock
Rock/Sufi rock
Rock/Surf rock
Rock/Surf rock/Trop Rock
Rock/Visual kei
Rock/Visual kei/Nagoya kei
Rock/Worldbeat
Rock/Wrock
Rock
Rock/Heavy metal
Rock/Heavy metal/Alternative metal
Rock/Heavy metal/Avant-garde metal
Rock/Heavy metal/Black metal
Rock/Heavy metal/Black metal/Symphonic black metal
Rock/Heavy metal/Black metal/Viking metal
Rock/Heavy metal/Black metal/War metal
Rock/Heavy metal/Black metal/National Socialist black metal
Rock/Heavy metal/Christian metal
Rock/Heavy metal/Christian metal/Unblack metal
Rock/Heavy metal/Death metal
Rock/Heavy metal/Death metal/Death 'n' roll
Rock/Heavy metal/Death metal/Melodic death metal
Rock/Heavy metal/Death metal/Technical death metal
Rock/Heavy metal/Death metal/Deathgrind
Rock/Heavy metal/Doom metal
Rock/Heavy metal/Doom metal/Doom metal § Black-doom
Rock/Heavy metal/Doom metal/Doom metal § Blackened death-doom
Rock/Heavy metal/Doom metal/Death-doom
Rock/Heavy metal/Doom metal/Death-doom/Doom metal § Funeral doom
Rock/Heavy metal/Doom metal/Drone metal
Rock/Heavy metal/Doom metal/Doom metal § Epic doom
Rock/Heavy metal/Doom metal/Doom metal § Gothic-doom
Rock/Heavy metal/Doom metal/Doom metal § Progressive doom
Rock/Heavy metal/Doom metal/Sludge metal
Rock/Heavy metal/Doom metal/Stoner rock
Rock/Heavy metal/Doom metal/Doom metal § Traditional doom
Rock/Heavy metal/Epic metal
Rock/Heavy metal/Folk metal
Rock/Heavy metal/Folk metal/Celtic metal
Rock/Heavy metal/Folk metal/Medieval metal
Rock/Heavy metal/Folk metal/Pagan metal
Rock/Heavy metal/Funk metal
Rock/Heavy metal/Glam metal
Rock/Heavy metal/Gothic metal
Rock/Heavy metal/Pirate metal
Rock/Heavy metal/Grindcore
Rock/Heavy metal/Nintendocore
Rock/Heavy metal/Industrial metal
Rock/Heavy metal/Info metal
Rock/Heavy metal/Kawaii metal
Rock/Heavy metal/Latin metal
Rock/Heavy metal/Metalcore
Rock/Heavy metal/Metalcore/Melodic metalcore
Rock/Heavy metal/Metalcore/Deathcore
Rock/Heavy metal/Metalcore/Mathcore
Rock/Heavy metal/Metalstep
Rock/Heavy metal/Neoclassical metal
Rock/Heavy metal/Neue Deutsche Härte
Rock/Heavy metal/Nu metal
Rock/Heavy metal/Post-metal
Rock/Heavy metal/Power metal
Rock/Heavy metal/Progressive metal
Rock/Heavy metal/Progressive metal/Djent
Rock/Heavy metal/Rap metal
Rock/Heavy metal/Speed metal
Rock/Heavy metal/Symphonic metal
Rock/Heavy metal/Thrash metal
Rock/Heavy metal/Thrash metal/Crossover thrash
Rock/Heavy metal/Thrash metal/Groove metal
Rock
Rock/Punk rock
Rock/Punk rock/Anarcho punk
Rock/Punk rock/Anarcho punk/Crust punk
Rock/Punk rock/Anarcho punk/Crust punk/D-beat
Rock/Punk rock/Art punk
Rock/Punk rock/Christian punk
Rock/Punk rock/Deathrock
Rock/Punk rock/Digital hardcore
Rock/Punk rock/Folk punk
Rock/Punk rock/Folk punk/Celtic punk
Rock/Punk rock/Folk punk/Cowpunk
Rock/Punk rock/Folk punk/Gypsy punk
Rock/Punk rock/Garage punk
Rock/Punk rock/Grindcore
Rock/Punk rock/Grindcore/Crustgrind
Rock/Punk rock/Grindcore/Noisegrind
Rock/Punk rock/Grindcore/Goregrind
Rock/Punk rock/Grindcore/Pornogrind
Rock/Punk rock/Hardcore punk
Rock/Punk rock/Hardcore punk/Melodic hardcore
Rock/Punk rock/Hardcore punk/Post-hardcore
Rock/Punk rock/Hardcore punk/Post-hardcore/Emo
Rock/Punk rock/Hardcore punk/Post-hardcore/Emo/Emo pop
Rock/Punk rock/Hardcore punk/Post-hardcore/Emo/Screamo
Rock/Punk rock/Hardcore punk/Thrashcore
Rock/Punk rock/Hardcore punk/Crossover thrash
Rock/Punk rock/Hardcore punk/Powerviolence
Rock/Punk rock/Horror punk
Rock/Punk rock/Nazi punk
Rock/Punk rock/Oi!
Rock/Punk rock/Pop punk
Rock/Punk rock/Psychobilly
Rock/Punk rock/Queercore
Rock/Punk rock/Riot grrrl
Rock/Punk rock/Rock Against Communism
Rock/Punk rock/Ska punk
Rock/Punk rock/Skate punk
Rock/Punk rock/Street punk
